features,Sen_DD,Sen_std_DD,Sen_CO,Sen_std_CO,Sen_TD,Sen_std_TD,Spe_DD,Spe_std_DD,Spe_CO,Spe_std_CO,Spe_TD,Spe_std_TD,geom_mean,geom_mean_std
"f100011100",0.762800,0.014702,0.529800,0.018707,0.582800,0.010400,0.720600,0.008811,0.572400,0.011412,0.574000,0.012490,0.618099,0.012376
"f100011101",0.804800,0.015131,0.530600,0.024034,0.603800,0.025131,0.760200,0.011915,0.589800,0.021954,0.585800,0.017899,0.638442,0.018702
"f100011110",0.776600,0.011935,0.529200,0.021151,0.692600,0.022962,0.785200,0.016642,0.611000,0.019621,0.618200,0.012114,0.662331,0.016855
"f100011111",0.804000,0.009381,0.543600,0.034800,0.669000,0.021284,0.809800,0.020346,0.604600,0.022557,0.613400,0.016925,0.666692,0.019440
"f100100000",0.708200,0.011609,0.425400,0.020220,0.625400,0.016396,0.693000,0.014595,0.484200,0.013724,0.581000,0.009000,0.576555,0.013810
"f100100001",0.649400,0.010660,0.599400,0.013915,0.587000,0.015395,0.671400,0.014284,0.584800,0.014034,0.584000,0.010392,0.611709,0.012969
"f100100010",0.715600,0.020704,0.417400,0.018090,0.551600,0.015279,0.705600,0.015121,0.406400,0.016704,0.572600,0.012460,0.547901,0.016190
"f100100011",0.711800,0.014098,0.513200,0.018809,0.629000,0.013892,0.702000,0.015875,0.549800,0.015164,0.606000,0.013711,0.614306,0.015164
"f100100100",0.654000,0.014422,0.617200,0.028778,0.695000,0.016523,0.647200,0.015497,0.643600,0.017523,0.678000,0.016371,0.655358,0.017675
"f100100101",0.667600,0.020155,0.552600,0.024150,0.731800,0.025115,0.721400,0.016734,0.598000,0.022891,0.651400,0.014562,0.650640,0.020213
"f100100110",0.660600,0.019122,0.486600,0.017845,0.664400,0.024262,0.652800,0.018978,0.556000,0.021726,0.607000,0.013454,0.600847,0.018924
"f100100111",0.750400,0.015615,0.486800,0.031333,0.708800,0.025190,0.748600,0.025378,0.574800,0.024268,0.630600,0.019122,0.642364,0.022925
"f100101000",0.721800,0.017400,0.457800,0.018899,0.581200,0.014648,0.702800,0.012812,0.505400,0.016274,0.549400,0.011386,0.578490,0.015010
"f100101001",0.658400,0.016292,0.543400,0.017619,0.584800,0.015778,0.668000,0.013856,0.546400,0.016095,0.573800,0.015606,0.593760,0.015835
"f100101010",0.707600,0.016800,0.424200,0.025305,0.514600,0.019617,0.701200,0.012106,0.400200,0.018492,0.546000,0.018655,0.535825,0.018071
"f100101011",0.706000,0.017889,0.471200,0.013659,0.633000,0.013304,0.695800,0.015504,0.543800,0.015348,0.579200,0.010553,0.598909,0.014190
"f100101100",0.632200,0.022026,0.554800,0.021563,0.676600,0.020358,0.642600,0.023049,0.600400,0.019179,0.627400,0.013829,0.621167,0.019737
"f100101101",0.670200,0.013489,0.549400,0.033847,0.690800,0.020478,0.702400,0.013351,0.573400,0.024299,0.642600,0.018310,0.635435,0.019533
"f100101110",0.669800,0.015810,0.480800,0.021803,0.683800,0.022969,0.663800,0.024157,0.561200,0.019661,0.615000,0.016031,0.607871,0.019802
"f100101111",0.736800,0.016055,0.486600,0.030894,0.704600,0.017113,0.731800,0.021881,0.574400,0.024344,0.629600,0.017200,0.637073,0.020660
"f100110000",0.783800,0.014407,0.445400,0.018784,0.490600,0.022927,0.711600,0.013170,0.483800,0.018427,0.500200,0.016185,0.555846,0.017027
"f100110001",0.769000,0.015780,0.555600,0.017223,0.580000,0.019596,0.769200,0.011107,0.596400,0.018948,0.547400,0.014807,0.629506,0.015971
"f100110010",0.815400,0.013298,0.501600,0.025796,0.674000,0.021817,0.798000,0.012490,0.583000,0.023345,0.612400,0.014500,0.654409,0.017785
"f100110011",0.797200,0.012812,0.555200,0.019924,0.685000,0.019519,0.794800,0.016400,0.622800,0.016497,0.628400,0.014881,0.674670,0.016484
"f100110100",0.752200,0.019523,0.541600,0.022303,0.607800,0.011539,0.726200,0.009978,0.576600,0.015180,0.596600,0.014644,0.628875,0.014946
"f100110101",0.789400,0.015545,0.596400,0.025672,0.674000,0.020100,0.773600,0.011092,0.655400,0.023766,0.636800,0.018269,0.684048,0.018386
"f100110110",0.782200,0.015658,0.527800,0.040214,0.718400,0.016045,0.794200,0.016259,0.623600,0.029581,0.631000,0.023431,0.672723,0.022015
"f100110111",0.806400,0.010726,0.582000,0.034986,0.748000,0.023749,0.820200,0.017831,0.666800,0.022221,0.668000,0.018547,0.710141,0.020077
"f100111000",0.747000,0.014866,0.404600,0.030081,0.493200,0.019125,0.715200,0.014865,0.444400,0.021275,0.472800,0.013717,0.530935,0.018263
"f100111001",0.781800,0.016333,0.524000,0.020199,0.583000,0.025239,0.768400,0.015015,0.584200,0.016382,0.544400,0.012831,0.622817,0.017243
"f100111010",0.812600,0.016469,0.483800,0.019687,0.622600,0.016948,0.785800,0.011677,0.543400,0.016566,0.587200,0.012007,0.628051,0.015287
"f100111011",0.784200,0.014709,0.549400,0.027086,0.674200,0.023587,0.794000,0.020494,0.613600,0.023644,0.612800,0.016857,0.665306,0.020615
"f100111100",0.752800,0.017781,0.539800,0.021954,0.613000,0.014177,0.719600,0.013705,0.593800,0.014818,0.591400,0.016494,0.630712,0.016268
"f100111101",0.798400,0.015409,0.599000,0.022472,0.665200,0.027730,0.766000,0.015748,0.654400,0.021648,0.642400,0.018821,0.684037,0.019874
"f100111110",0.773400,0.014087,0.548600,0.031178,0.719400,0.019739,0.778400,0.015409,0.639400,0.023530,0.642400,0.015692,0.678529,0.019150
"f100111111",0.804400,0.013735,0.567000,0.028653,0.742800,0.022807,0.798000,0.018439,0.672000,0.026306,0.662800,0.019083,0.702717,0.020889
"f101000000",0.648400,0.019221,0.357200,0.032927,0.555000,0.019621,0.627000,0.012689,0.376200,0.022706,0.547400,0.017867,0.505056,0.019996
"f101000001",0.716000,0.014000,0.501400,0.019699,0.603200,0.016666,0.745400,0.020021,0.524800,0.017463,0.564400,0.014305,0.602451,0.016862
"f101000010",0.680200,0.018165,0.374000,0.021817,0.516400,0.015331,0.631400,0.014424,0.376600,0.015442,0.549200,0.015600,0.507849,0.016625
"f101000011",0.733800,0.015217,0.485400,0.025472,0.600800,0.036597,0.694000,0.021448,0.505000,0.028373,0.613200,0.023190,0.598563,0.024186
"f101000100",0.663200,0.020044,0.466000,0.022181,0.611200,0.019041,0.648800,0.016449,0.512400,0.019754,0.581000,0.015906,0.575906,0.018772
"f101000101",0.742800,0.024661,0.503000,0.032016,0.666200,0.022969,0.751400,0.017437,0.554400,0.024993,0.613000,0.019313,0.631733,0.023117
"f101000110",0.680600,0.015416,0.417800,0.021660,0.606800,0.023190,0.629400,0.023187,0.483400,0.025425,0.581400,0.016494,0.559031,0.020549
"f101000111",0.792200,0.018578,0.476800,0.025254,0.651000,0.030545,0.731800,0.020069,0.562600,0.028412,0.615400,0.017113,0.629627,0.022783
"f101001000",0.633800,0.016839,0.417800,0.033184,0.529800,0.018384,0.631400,0.010200,0.409000,0.023685,0.542600,0.016101,0.519505,0.018490
"f101001001",0.698000,0.014697,0.497000,0.029275,0.600400,0.018106,0.729600,0.020096,0.520600,0.019330,0.560400,0.017316,0.594917,0.019344
"f101001010",0.679400,0.012233,0.391400,0.023917,0.505000,0.025159,0.633600,0.015970,0.382600,0.020475,0.550000,0.015620,0.511478,0.018303
"f101001011",0.716800,0.016179,0.542000,0.027928,0.609400,0.024034,0.689000,0.022113,0.544600,0.025939,0.628600,0.020592,0.618247,0.022457
"f101001100",0.637600,0.017036,0.458600,0.024001,0.609600,0.018757,0.641800,0.017285,0.505600,0.022642,0.563600,0.015200,0.565198,0.018903
"f101001101",0.727200,0.023069,0.522600,0.023479,0.653600,0.022870,0.733200,0.019020,0.564800,0.025631,0.613000,0.017117,0.630888,0.021664
"f101001110",0.686800,0.015549,0.420400,0.019075,0.623400,0.022326,0.646800,0.023276,0.496400,0.024393,0.583200,0.015677,0.568346,0.019727
"f101001111",0.772200,0.023090,0.476800,0.020341,0.656800,0.025015,0.734600,0.019515,0.550000,0.023065,0.615000,0.016031,0.625842,0.020960
"f101010000",0.735600,0.014444,0.446200,0.024730,0.509200,0.028414,0.710000,0.011489,0.459200,0.019984,0.512400,0.020838,0.550793,0.019101
"f101010001",0.756000,0.010000,0.565800,0.020405,0.616800,0.012073,0.763600,0.008188,0.602400,0.014637,0.584400,0.014023,0.643376,0.012672
"f101010010",0.802600,0.014256,0.511000,0.020712,0.592000,0.030463,0.755600,0.014582,0.540400,0.023997,0.596800,0.016302,0.624232,0.019277
"f101010011",0.785400,0.016151,0.593400,0.030764,0.632000,0.020785,0.746400,0.015331,0.614800,0.021094,0.641600,0.018906,0.665305,0.019955
"f101010100",0.747400,0.015338,0.489200,0.021711,0.569400,0.016175,0.723400,0.011595,0.529200,0.016594,0.547600,0.012579,0.593362,0.015341
"f101010101",0.797800,0.014183,0.576800,0.032890,0.616400,0.019571,0.775400,0.014451,0.608000,0.020976,0.608000,0.016733,0.658192,0.018950
"f101010110",0.797800,0.017469,0.479600,0.019795,0.665800,0.023672,0.769600,0.017659,0.574600,0.019205,0.601400,0.013566,0.638487,0.018308
"f101010111",0.797000,0.006708,0.569200,0.034862,0.685800,0.022547,0.785200,0.021563,0.629000,0.022383,0.643800,0.020581,0.680065,0.019343
"f101011000",0.728200,0.014791,0.460400,0.031430,0.492200,0.021193,0.719000,0.012530,0.452800,0.019187,0.504000,0.016733,0.547981,0.018465
"f101011001",0.758800,0.016080,0.551600,0.025562,0.600400,0.014827,0.752800,0.009389,0.591400,0.019288,0.573200,0.016179,0.632669,0.016167
"f101011010",0.785000,0.012689,0.508200,0.023125,0.584600,0.025629,0.750800,0.014811,0.520400,0.020781,0.595600,0.017568,0.615314,0.018544
"f101011011",0.776200,0.015085,0.597400,0.030842,0.630400,0.023913,0.743800,0.015217,0.616000,0.018111,0.639200,0.019062,0.663878,0.019700
"f101011100",0.751600,0.017013,0.500200,0.019646,0.562800,0.019702,0.719400,0.012870,0.541400,0.017665,0.547400,0.015074,0.596641,0.016811
"f101011101",0.793800,0.017192,0.577200,0.033108,0.613000,0.019925,0.762600,0.014396,0.621400,0.024981,0.601200,0.020361,0.656444,0.020887
"f101011110",0.787000,0.014318,0.487800,0.023263,0.660200,0.030099,0.754200,0.014573,0.582800,0.030792,0.599400,0.018375,0.636946,0.020871
"f101011111",0.799000,0.011705,0.588200,0.033148,0.673800,0.024891,0.777800,0.022026,0.638200,0.023974,0.647800,0.020812,0.683352,0.021759
"f101100000",0.696000,0.015875,0.432400,0.018608,0.610400,0.016848,0.677400,0.019678,0.518400,0.020819,0.548400,0.013618,0.572954,0.017401
"f101100001",0.703000,0.014866,0.517200,0.039802,0.610000,0.014697,0.714200,0.014845,0.565600,0.023165,0.564000,0.019494,0.608030,0.019691
"f101100010",0.677200,0.016253,0.338000,0.021448,0.571600,0.029008,0.667000,0.019313,0.367400,0.020958,0.542800,0.014428,0.509063,0.019734
"f101100011",0.731600,0.013764,0.486200,0.021807,0.634200,0.021826,0.698800,0.022149,0.533200,0.015677,0.614200,0.015112,0.610208,0.018032
"f101100100",0.640600,0.020920,0.479800,0.032526,0.665000,0.026401,0.662600,0.017528,0.549000,0.030545,0.587200,0.021358,0.593398,0.024291
"f101100101",0.708200,0.019462,0.529200,0.044355,0.705400,0.018996,0.722400,0.018282,0.599400,0.026185,0.634000,0.026458,0.645851,0.024335
"f101100110",0.668000,0.023664,0.403400,0.024299,0.684400,0.020215,0.644800,0.017463,0.502600,0.025985,0.603000,0.014318,0.574731,0.020560
"f101100111",0.788400,0.014746,0.495200,0.034828,0.696600,0.020358,0.732600,0.020670,0.582400,0.022588,0.655800,0.017899,0.650971,0.021065
"f101101000",0.695600,0.018238,0.437600,0.019653,0.576800,0.022400,0.687600,0.018927,0.488200,0.020267,0.536400,0.013676,0.562316,0.018653
"f101101001",0.698600,0.016126,0.506600,0.035191,0.594800,0.018027,0.693400,0.012901,0.543400,0.021597,0.566800,0.018269,0.596302,0.019324
"f101101010",0.681000,0.018788,0.365000,0.023685,0.542200,0.036293,0.675800,0.018664,0.381800,0.022153,0.527600,0.017727,0.513562,0.022159
"f101101011",0.722600,0.018418,0.496800,0.024935,0.633600,0.024557,0.688200,0.021137,0.551800,0.021325,0.611400,0.015233,0.612519,0.020645
"f101101100",0.611000,0.016763,0.481000,0.026325,0.667800,0.021099,0.644000,0.018868,0.553000,0.022825,0.579800,0.019234,0.586076,0.020632
"f101101101",0.712200,0.018899,0.554600,0.036398,0.694200,0.015886,0.718600,0.018001,0.615000,0.022825,0.637200,0.019803,0.652555,0.021127
"f101101110",0.672600,0.021983,0.413600,0.024475,0.678400,0.023355,0.647000,0.018788,0.513200,0.025802,0.600600,0.015673,0.578895,0.021379
"f101101111",0.780600,0.019017,0.514000,0.031305,0.688600,0.023496,0.722600,0.015851,0.591000,0.029343,0.660000,0.019698,0.653479,0.022453
"f101110000",0.737200,0.020104,0.459200,0.023138,0.503600,0.022957,0.720600,0.012068,0.470800,0.022613,0.503800,0.020287,0.554724,0.019737
"f101110001",0.781600,0.014746,0.575200,0.022560,0.596200,0.015348,0.760400,0.016243,0.614400,0.020016,0.580000,0.014832,0.645931,0.017056
"f101110010",0.814200,0.015374,0.458800,0.018936,0.596000,0.030463,0.774200,0.015112,0.512400,0.026875,0.572000,0.016852,0.608009,0.019824
"f101110011",0.815000,0.011000,0.553600,0.020076,0.646400,0.022957,0.757800,0.013460,0.619600,0.019387,0.629800,0.014211,0.664692,0.016306
"f101110100",0.759000,0.013748,0.503200,0.016546,0.590200,0.015164,0.722600,0.012932,0.553000,0.016279,0.570800,0.012781,0.609792,0.014497
"f101110101",0.812800,0.020400,0.608400,0.032763,0.665400,0.033479,0.779000,0.015395,0.655600,0.027288,0.650400,0.021162,0.691463,0.024161
"f101110110",0.800400,0.013559,0.490200,0.029223,0.689400,0.023783,0.775400,0.020021,0.593800,0.026825,0.617200,0.017440,0.652065,0.021101
"f101110111",0.803200,0.012718,0.563600,0.029917,0.724600,0.024017,0.786800,0.017600,0.649800,0.025573,0.663800,0.020678,0.693579,0.020971
"f101111000",0.736200,0.017764,0.463000,0.020224,0.508400,0.021481,0.714800,0.008773,0.477800,0.019317,0.508600,0.017322,0.557740,0.016821
"f101111001",0.781400,0.017890,0.559400,0.021763,0.588800,0.017623,0.766800,0.011906,0.595400,0.017113,0.569200,0.017871,0.637118,0.017098
"f101111010",0.810600,0.015021,0.462600,0.027262,0.603200,0.019436,0.770800,0.016351,0.520400,0.022624,0.575600,0.016632,0.611381,0.019128
"f101111011",0.804400,0.010984,0.555600,0.020412,0.642400,0.021030,0.755200,0.019415,0.614400,0.017906,0.626400,0.012290,0.661050,0.016495
"f101111100",0.762000,0.015362,0.514600,0.022734,0.593600,0.017636,0.722600,0.013537,0.573000,0.018682,0.570600,0.016051,0.616667,0.017100
"f101111101",0.804200,0.018983,0.602200,0.031131,0.659200,0.027917,0.766000,0.016000,0.649600,0.026227,0.648600,0.019597,0.684693,0.022668
"f101111110",0.787400,0.016590,0.494600,0.028015,0.688400,0.021294,0.760400,0.018326,0.601000,0.026173,0.615400,0.018244,0.649971,0.021034
"f101111111",0.802800,0.012007,0.553400,0.031408,0.711800,0.024388,0.781200,0.020846,0.650000,0.026907,0.648400,0.017013,0.685889,0.021081
"f110000000",0.609400,0.017252,0.326000,0.027641,0.565000,0.015264,0.635200,0.012998,0.404800,0.022912,0.470000,0.011662,0.488356,0.017132
"f110000001",0.614600,0.013448,0.470000,0.011489,0.641200,0.018291,0.663600,0.009749,0.583200,0.014621,0.524600,0.011173,0.578814,0.012849
"f110000010",0.719200,0.011107,0.388600,0.022979,0.546600,0.039730,0.721200,0.015702,0.399800,0.024207,0.534600,0.018134,0.535375,0.020296
"f110000011",0.734200,0.016981,0.392800,0.023241,0.587000,0.011358,0.710400,0.011993,0.448000,0.018000,0.545800,0.014013,0.555571,0.015442
"f110000100",0.617800,0.015911,0.450200,0.014490,0.573000,0.022561,0.648200,0.021325,0.489600,0.015995,0.518000,0.012806,0.544981,0.016829
"f110000101",0.684800,0.014455,0.462000,0.016733,0.631000,0.019925,0.708800,0.011600,0.512000,0.018111,0.569400,0.011386,0.587816,0.015030
"f110000110",0.675400,0.016877,0.451800,0.024057,0.576000,0.016248,0.610400,0.009156,0.522000,0.017550,0.561600,0.016776,0.561833,0.016156
"f110000111",0.765600,0.012355,0.463000,0.024759,0.622000,0.019494,0.715200,0.018680,0.548800,0.020653,0.583600,0.012126,0.607979,0.017415
"f110001000",0.617000,0.022023,0.383600,0.030709,0.561600,0.038072,0.698800,0.015955,0.449800,0.029966,0.460600,0.021486,0.517664,0.025336
"f110001001",0.578600,0.016249,0.472000,0.019494,0.623400,0.014644,0.677000,0.012207,0.531200,0.014232,0.515200,0.011356,0.562106,0.014463
"f110001010",0.695000,0.020322,0.443600,0.018843,0.513200,0.047558,0.708600,0.012651,0.392800,0.022895,0.566400,0.025515,0.540538,0.022638
"f110001011",0.722600,0.021800,0.432800,0.021729,0.586800,0.013629,0.688200,0.015835,0.468000,0.016492,0.574600,0.019309,0.569072,0.017869
"f110001100",0.595400,0.010433,0.436200,0.014818,0.562600,0.023984,0.603600,0.014935,0.482800,0.015880,0.515800,0.012820,0.529195,0.014974
"f110001101",0.691600,0.014881,0.464400,0.015895,0.633200,0.019641,0.715200,0.014999,0.505800,0.019088,0.580200,0.011915,0.591170,0.015849
"f110001110",0.690600,0.016542,0.456400,0.019262,0.589600,0.013410,0.633600,0.013230,0.528000,0.017664,0.567800,0.012536,0.572746,0.015238
"f110001111",0.760800,0.012303,0.453600,0.018195,0.632200,0.026404,0.729600,0.017659,0.525000,0.019925,0.587600,0.011926,0.605137,0.017077
"f110010000",0.739800,0.015683,0.367200,0.023413,0.465400,0.023766,0.733200,0.012560,0.399800,0.018275,0.436800,0.014063,0.502958,0.017443
"f110010001",0.747800,0.018578,0.525000,0.027368,0.591600,0.020431,0.758000,0.014832,0.578400,0.020819,0.544200,0.015886,0.617454,0.019255
"f110010010",0.800200,0.011915,0.488600,0.016126,0.667800,0.022653,0.759800,0.016552,0.582000,0.020396,0.613400,0.014644,0.643222,0.016677
"f110010011",0.773600,0.015461,0.524600,0.030997,0.653000,0.021000,0.774000,0.017550,0.584200,0.018340,0.601600,0.017246,0.645126,0.019552
"f110010100",0.761400,0.016734,0.534800,0.023086,0.583600,0.013230,0.729800,0.009271,0.566200,0.015986,0.576400,0.016463,0.619635,0.015228
"f110010101",0.796000,0.015232,0.543000,0.025000,0.629800,0.024289,0.772600,0.013829,0.610200,0.024616,0.592200,0.017005,0.650831,0.019414
"f110010110",0.789200,0.012464,0.518400,0.024524,0.709400,0.017368,0.796000,0.013711,0.620000,0.018655,0.621400,0.015101,0.668195,0.016544
"f110010111",0.806200,0.012311,0.538400,0.035573,0.689200,0.018203,0.815600,0.017107,0.618600,0.020977,0.616600,0.017957,0.673179,0.019280
"f110011000",0.740400,0.013994,0.389200,0.033991,0.471000,0.023431,0.717200,0.012172,0.420800,0.026370,0.453000,0.017692,0.514532,0.019963
"f110011001",0.766200,0.014407,0.510800,0.022076,0.592200,0.020522,0.766200,0.012632,0.569800,0.020542,0.545400,0.017345,0.617031,0.017566
"f110011010",0.784400,0.014444,0.523000,0.016155,0.607000,0.021284,0.748400,0.014472,0.556400,0.019876,0.602000,0.015492,0.629831,0.016756
"f110011011",0.763400,0.012587,0.540800,0.030321,0.631800,0.025510,0.773400,0.015048,0.574600,0.019101,0.597200,0.016975,0.640781,0.019031
"f110011100",0.760200,0.014490,0.540600,0.024034,0.586400,0.011621,0.729600,0.010947,0.573400,0.014644,0.577800,0.014041,0.622615,0.014452
"f110011101",0.809800,0.016430,0.540000,0.032863,0.615000,0.020518,0.764600,0.012524,0.598400,0.022922,0.598400,0.017477,0.647407,0.019536
"f110011110",0.772000,0.014000,0.522800,0.020400,0.695600,0.016144,0.782400,0.013500,0.605600,0.019612,0.617800,0.013460,0.659370,0.015944
"f110011111",0.802600,0.006873,0.541400,0.028143,0.681000,0.018574,0.804000,0.019079,0.613000,0.020421,0.618200,0.016696,0.669630,0.016909
"f110100000",0.652400,0.017727,0.385600,0.026318,0.596200,0.020870,0.661600,0.018478,0.459200,0.020961,0.520000,0.018000,0.535929,0.020197
"f110100001",0.627000,0.014318,0.528000,0.014560,0.625600,0.018348,0.684200,0.015632,0.555200,0.016400,0.565400,0.012524,0.595248,0.015189
"f110100010",0.736200,0.017423,0.373800,0.022261,0.536200,0.015986,0.694400,0.014988,0.388000,0.017205,0.551000,0.014177,0.528964,0.016823
"f110100011",0.718800,0.015184,0.468400,0.015794,0.614400,0.014854,0.691600,0.014610,0.537200,0.015880,0.573600,0.009330,0.594355,0.014055
"f110100100",0.645800,0.017899,0.566200,0.024891,0.677000,0.017464,0.653600,0.019366,0.608000,0.019698,0.631800,0.014379,0.629374,0.018694
"f110100101",0.673200,0.013482,0.569400,0.033010,0.720600,0.028172,0.718800,0.019146,0.598400,0.022571,0.659200,0.017758,0.654102,0.021406
"f110100110",0.668600,0.016972,0.497600,0.031658,0.663200,0.023953,0.636200,0.020774,0.572400,0.028324,0.622000,0.018655,0.606917,0.022821
"f110100111",0.755800,0.018449,0.508600,0.030790,0.722800,0.026385,0.746800,0.022842,0.605600,0.026470,0.646000,0.017088,0.658017,0.023173
"f110101000",0.641000,0.012845,0.440200,0.026795,0.583600,0.018843,0.651400,0.012492,0.503000,0.022913,0.522000,0.015875,0.551592,0.017575
"f110101001",0.634800,0.018137,0.526800,0.016179,0.605800,0.016136,0.659000,0.017000,0.554600,0.017912,0.567200,0.014838,0.589570,0.016661
"f110101010",0.716800,0.016546,0.400000,0.026907,0.514400,0.040898,0.679800,0.015296,0.407200,0.030727,0.529000,0.023259,0.527716,0.024163
"f110101011",0.720200,0.019646,0.466600,0.018827,0.635000,0.020025,0.688000,0.017664,0.554000,0.012961,0.583200,0.014204,0.601655,0.016994
"f110101100",0.618000,0.020396,0.566400,0.024475,0.665800,0.025384,0.643000,0.020224,0.598400,0.023440,0.616800,0.017139,0.617258,0.021649
"f110101101",0.671000,0.018138,0.545200,0.022825,0.676000,0.027055,0.696400,0.016095,0.568200,0.024470,0.635800,0.017787,0.629483,0.020691
"f110101110",0.672400,0.018062,0.486400,0.023813,0.681800,0.021137,0.645200,0.019823,0.570000,0.023749,0.626400,0.016219,0.609700,0.020272
"f110101111",0.747200,0.019187,0.503400,0.033800,0.707800,0.015911,0.734800,0.023853,0.588600,0.023066,0.641200,0.016570,0.647700,0.021326
"f110110000",0.755600,0.011859,0.421200,0.036859,0.490800,0.015854,0.727600,0.013500,0.453400,0.026804,0.476400,0.019775,0.539103,0.019167
"f110110001",0.765400,0.016995,0.523800,0.030782,0.583800,0.019788,0.773200,0.012718,0.570000,0.019391,0.540600,0.016901,0.618102,0.018728
"f110110010",0.829000,0.011533,0.485200,0.018787,0.653800,0.016479,0.787400,0.016225,0.569200,0.013688,0.605000,0.010050,0.643956,0.014133
"f110110011",0.784800,0.014999,0.546200,0.018856,0.693200,0.016904,0.780600,0.016421,0.628800,0.019354,0.627400,0.017066,0.671288,0.017204
"f110110100",0.752400,0.013351,0.544200,0.021917,0.622800,0.015105,0.725000,0.009000,0.586800,0.015025,0.607200,0.013717,0.635505,0.014200
"f110110101",0.787600,0.018173,0.606400,0.022159,0.679000,0.020616,0.770000,0.015232,0.663200,0.025412,0.646400,0.015068,0.689068,0.019091
"f110110110",0.785400,0.015775,0.555600,0.030539,0.715800,0.018010,0.790000,0.016000,0.633400,0.020061,0.649400,0.016175,0.682984,0.018863
"f110110111",0.806800,0.012400,0.560600,0.030293,0.752200,0.022387,0.815400,0.020805,0.665200,0.022649,0.661800,0.015709,0.704369,0.019907
